"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2017-01-31 03:01:00,1018.20,60.0,25.0,25,1,283,1020.19,59.6,24.0,25,0.8,340
2017-01-31 03:06:00,1018.30,60.0,25.0,25,1,306,1020.19,59.6,24.0,25,0.8,340
2017-01-31 03:11:00,1018.30,59.0,25.1,26,1,311,1020.19,59.6,24.0,25,0.8,340
2017-01-31 03:16:00,1018.30,59.0,25.1,26,1,311,1019.91,59.6,24.0,25,0.8,340
2017-01-31 03:21:00,1018.40,59.0,25.1,26,0,311,1019.72,59.6,24.0,25,0.8,340
2017-01-31 03:26:00,1018.40,59.0,25.9,28,0,311,1018.36,59.6,24.0,25,0.8,340
2017-01-31 03:31:00,1018.40,58.0,25.1,28,0,311,1018.36,59.6,24.0,25,0.8,340
2017-01-31 03:36:00,1018.40,58.0,25.9,29,0,0,1018.36,59.6,24.0,25,0.8,346
2017-01-31 03:41:00,1018.50,58.0,25.9,29,0,0,1018.36,59.6,24.0,25,0.8,346
2017-01-31 03:46:00,1018.50,57.0,25.1,29,0,0,1018.30,59.6,24.0,25,0.8,346
2017-01-31 03:51:00,1018.50,57.0,26.7,30,0,0,1019.80,56.2,25.1,29,0.2,280
2017-01-31 03:56:00,1018.60,57.0,26.7,30,0,0,1020.11,56.2,25.1,29,0.2,280
2017-01-31 04:01:00,1018.60,56.0,26.6,32,0,0,1020.43,56.2,25.1,29,0.2,280
2017-01-31 04:06:00,1018.70,56.0,26.6,32,0,0,1020.13,56.2,25.1,29,0.2,280
2017-01-31 04:11:00,1018.80,56.0,26.6,32,0,311,1019.71,56.2,25.1,29,0.2,274
2017-01-31 04:16:00,1018.90,56.0,27.3,33,0,0,1019.71,56.2,25.1,29,0.2,280
2017-01-31 04:21:00,1019.10,55.0,26.4,32,0,0,1019.71,56.2,25.1,29,0.2,280
2017-01-31 04:26:00,1019.10,55.0,26.4,32,0,0,1020.37,56.2,25.1,29,0.2,280
2017-01-31 04:31:00,1019.10,55.0,27.1,33,0,0,1020.08,56.2,25.1,29,0.2,280
2017-01-31 04:36:00,1019.10,55.0,27.9,35,0,0,1019.76,56.2,25.1,29,0.2,280
2017-01-31 04:41:00,1019.20,54.0,27.0,34,0,0,1018.21,56.2,25.1,29,0.2,280
2017-01-31 04:46:00,1019.20,54.0,27.0,34,0,0,1018.16,56.2,25.1,29,0.2,280
2017-01-31 04:51:00,1019.20,54.0,27.0,34,0,311,1019.66,53.0,26.0,34,1.1,53
2017-01-31 04:56:00,1019.20,53.0,26.1,34,0,312,1019.66,53.0,26.0,34,1.1,53
2017-01-31 05:01:00,1019.30,53.0,26.1,34,0,312,1020.26,53.0,26.0,34,1.1,53
2017-01-31 05:06:00,1019.40,53.0,26.8,35,0,320,1020.26,53.0,26.0,34,1.1,53
2017-01-31 05:11:00,1019.40,53.0,28.1,37,0,49,1020.52,53.0,26.0,34,1.1,53
2017-01-31 05:16:00,1019.40,52.0,27.8,39,1,82,1020.25,53.0,26.0,34,1.1,53
2017-01-31 05:21:00,1019.40,52.0,27.8,39,2,81,1020.50,53.0,26.0,34,1.1,53
2017-01-31 05:26:00,1019.50,52.0,27.8,39,0,81,1020.09,53.0,26.0,34,1.1,53
2017-01-31 05:31:00,1019.60,51.0,27.5,40,0,81,1019.66,53.0,26.0,34,1.1,53
2017-01-31 05:36:00,1019.60,51.0,28.1,41,0,81,1018.56,53.0,26.0,34,1.1,53
2017-01-31 05:41:00,1019.60,51.0,28.1,41,1,81,1018.56,53.0,26.0,34,1.1,53
2017-01-31 05:46:00,1019.60,51.0,28.1,41,2,81,1018.56,53.0,26.0,34,1.1,53
2017-01-31 05:51:00,1019.60,51.0,28.1,41,1,81,1020.54,50.3,26.7,39,0.8,76
2017-01-31 05:56:00,1019.60,51.0,28.7,41,0,81,1020.52,50.3,26.7,39,0.8,76
2017-01-31 06:01:00,1019.50,50.0,27.8,41,0,81,1020.04,50.3,26.7,39,0.8,76
2017-01-31 06:06:00,1019.50,50.0,28.4,42,0,81,1018.97,50.3,26.7,39,0.8,76
2017-01-31 06:11:00,1019.50,50.0,28.4,42,0,81,1018.97,50.3,26.7,39,0.8,76
2017-01-31 06:16:00,1019.60,49.0,27.5,43,0,81,1018.97,50.3,26.7,39,0.8,76
2017-01-31 06:21:00,1019.60,49.0,27.5,43,1,81,1018.97,50.3,26.7,39,0.8,76
2017-01-31 06:26:00,1019.60,49.0,27.5,43,1,81,1018.97,50.3,26.7,39,0.8,76
2017-01-31 06:31:00,1019.60,49.0,27.5,43,0,81,1018.97,50.3,26.7,39,0.8,76
2017-01-31 06:36:00,1019.60,49.0,27.5,43,0,81,1018.97,50.3,26.7,39,0.8,76
2017-01-31 06:41:00,1019.50,49.0,28.1,44,0,81,1019.00,50.3,26.7,39,0.8,76
2017-01-31 06:46:00,1019.50,48.0,27.1,44,0,81,1019.00,50.3,26.7,39,0.8,76
2017-01-31 06:51:00,1019.50,48.0,27.7,44,0,0,1020.48,48.7,26.8,42,0.8,49
2017-01-31 06:56:00,1019.50,48.0,27.7,44,0,0,1020.54,48.7,26.8,42,0.8,49
2017-01-31 07:01:00,1019.60,47.0,27.3,46,0,81,1020.01,48.7,26.8,42,0.8,43
2017-01-31 07:06:00,1019.60,47.0,27.3,46,0,81,1018.99,48.7,26.8,42,0.8,43
2017-01-31 07:11:00,1019.60,47.0,27.3,46,0,81,1019.01,48.7,26.8,42,0.8,43
2017-01-31 07:16:00,1019.60,47.0,27.3,46,0,81,1019.01,48.7,26.8,42,0.8,43
2017-01-31 07:21:00,1019.70,47.0,27.3,46,0,81,1019.01,48.7,26.8,42,0.8,43
2017-01-31 07:26:00,1019.70,47.0,26.8,44,0,81,1019.01,48.7,26.8,42,0.8,43
2017-01-31 07:31:00,1019.70,47.0,26.8,44,1,85,1019.01,48.7,26.8,42,0.8,43
2017-01-31 07:36:00,1019.70,47.0,26.2,43,1,94,1019.01,48.7,26.8,42,0.8,43
2017-01-31 07:41:00,1019.70,47.0,26.2,43,0,94,1019.01,48.7,26.8,42,0.8,43
2017-01-31 07:46:00,1019.70,47.0,26.2,43,0,94,1019.01,48.7,26.8,42,0.8,43
2017-01-31 07:51:00,1019.70,47.0,26.2,43,0,94,1020.38,46.1,27.2,47,0.7,53
2017-01-31 07:56:00,1019.70,46.0,25.9,44,0,0,1020.37,46.1,27.2,47,0.7,59
2017-01-31 08:01:00,1019.70,46.0,25.9,44,0,0,1019.71,46.1,27.2,47,0.7,59
2017-01-31 08:06:00,1019.70,46.0,25.9,44,0,0,1018.69,46.1,27.2,47,0.7,59
2017-01-31 08:11:00,1019.70,46.0,25.9,44,0,0,1018.69,46.1,27.2,47,0.7,59
2017-01-31 08:16:00,1019.60,46.0,25.9,44,0,0,1018.69,46.1,27.2,47,0.7,59
2017-01-31 08:21:00,1019.60,46.0,25.9,44,0,94,1018.69,46.1,27.2,47,0.7,53
2017-01-31 08:26:00,1019.60,46.0,25.9,44,0,94,1018.69,46.1,27.2,47,0.7,53
2017-01-31 08:31:00,1019.50,46.0,25.9,44,0,94,1018.69,46.1,27.2,47,0.7,53
2017-01-31 08:36:00,1019.60,46.0,25.9,44,0,94,1018.69,46.1,27.2,47,0.7,53
2017-01-31 08:41:00,1019.60,46.0,25.3,43,0,94,1018.69,46.1,27.2,47,0.7,53
2017-01-31 08:46:00,1019.60,46.0,25.3,43,0,94,1018.69,46.1,27.2,47,0.7,53
2017-01-31 08:51:00,1019.60,46.0,25.9,44,0,0,1020.99,44.6,26.6,48,0.7,40
2017-01-31 08:56:00,1019.60,46.0,25.9,44,0,0,1020.20,44.6,26.6,48,0.7,40
2017-01-31 09:01:00,1019.60,45.0,24.9,44,0,0,1020.44,44.6,26.6,48,0.7,40
2017-01-31 09:06:00,1019.60,45.0,25.5,46,0,0,1020.06,44.8,26.6,48,0.7,40
2017-01-31 09:11:00,1019.60,45.0,26.0,47,0,0,1019.48,44.8,26.6,48,0.7,40
2017-01-31 09:21:00,1019.60,44.0,26.1,48,0,0,1019.48,44.8,26.6,48,0.7,40
2017-01-31 09:26:00,1019.60,44.0,26.1,48,0,0,1019.48,44.8,26.6,48,0.7,40
2017-01-31 09:31:00,1019.60,44.0,26.1,48,0,0,1019.48,44.8,26.6,48,0.7,40
2017-01-31 09:36:00,1019.60,44.0,26.6,50,0,0,1019.48,44.8,26.6,48,0.7,40
2017-01-31 09:41:00,1019.50,44.0,26.6,50,0,0,1018.27,44.8,26.6,48,0.7,40
2017-01-31 09:46:00,1019.60,43.0,27.1,52,0,0,1018.28,44.8,26.6,48,0.7,40
2017-01-31 09:52:00,1019.60,43.0,27.5,54,0,0,1019.81,42.5,26.9,53,0.9,55
2017-01-31 09:57:00,1019.60,43.0,27.5,54,0,0,1019.78,42.5,26.9,53,0.9,55
2017-01-31 10:02:00,1019.60,42.0,26.6,54,0,0,1019.00,42.5,26.9,53,0.9,55
2017-01-31 10:07:00,1019.50,42.0,27.0,55,0,0,1019.01,42.5,26.9,53,0.9,55
2017-01-31 10:12:00,1019.50,42.0,27.0,55,0,94,1019.28,42.5,26.9,53,0.9,49
2017-01-31 10:17:00,1019.50,42.0,27.5,56,0,0,1019.28,42.5,26.9,53,0.9,55
2017-01-31 10:22:00,1019.50,42.0,27.5,56,0,0,1019.28,42.5,26.9,53,0.9,55
2017-01-31 10:27:00,1019.40,42.0,27.5,56,0,0,1019.28,42.5,26.9,53,0.9,55
2017-01-31 10:32:00,1019.50,41.0,26.1,55,0,94,1019.28,42.5,26.9,53,0.9,49
2017-01-31 10:37:00,1019.40,41.0,26.1,55,0,0,1019.28,42.5,26.9,53,0.9,55
2017-01-31 10:42:00,1019.40,41.0,26.5,55,0,0,1018.06,42.5,26.9,53,0.9,55
2017-01-31 10:47:00,1019.40,41.0,26.5,55,0,0,1018.04,42.5,26.9,53,0.9,55
2017-01-31 10:52:00,1019.40,41.0,26.1,55,0,0,1020.25,44.5,24.7,45,0.7,81
2017-01-31 10:57:00,1019.40,41.0,25.6,53,0,94,1020.25,44.5,24.7,45,0.7,75
2017-01-31 11:02:00,1019.30,41.0,25.6,53,0,94,1020.72,44.6,24.7,45,0.7,75
2017-01-31 11:07:00,1019.30,42.0,26.1,52,0,94,1019.97,44.6,24.7,45,0.7,75
2017-01-31 11:12:00,1019.40,42.0,25.7,52,1,94,1019.98,44.6,24.7,45,0.7,75
2017-01-31 11:17:00,1019.40,42.0,25.7,52,0,94,1019.98,44.6,24.7,45,0.7,75
2017-01-31 11:22:00,1019.40,42.0,25.7,52,0,94,1019.32,44.6,24.7,45,0.7,75
2017-01-31 11:27:00,1019.40,42.0,25.7,52,0,94,1018.70,44.6,24.7,45,0.7,75
2017-01-31 11:32:00,1019.50,42.0,25.7,52,0,94,1019.09,44.6,24.7,45,0.7,75
2017-01-31 11:37:00,1019.50,42.0,25.7,52,0,94,1019.09,44.6,24.7,45,0.7,75
2017-01-31 11:42:00,1019.40,42.0,25.2,51,1,103,1017.75,44.5,24.7,45,0.7,75
2017-01-31 11:47:00,1019.40,42.0,25.2,51,2,103,1017.71,44.5,24.7,45,0.7,75
2017-01-31 11:52:00,1019.40,42.0,25.2,51,1,103,1020.11,42.0,24.8,50,0.9,75
2017-01-31 11:57:00,1019.40,42.0,25.2,51,0,103,1020.11,42.1,24.8,50,0.9,75
2017-01-31 12:02:00,1019.40,42.0,25.2,51,0,103,1018.87,42.1,24.8,50,0.9,75
2017-01-31 12:07:00,1019.50,42.0,24.7,49,0,103,1018.87,42.1,24.8,50,0.9,75
2017-01-31 12:12:00,1019.50,42.0,24.7,49,0,103,1018.88,42.1,24.8,50,0.9,75
2017-01-31 12:17:00,1019.50,42.0,24.7,49,0,103,1018.88,42.1,24.8,50,0.9,75
2017-01-31 12:22:00,1019.50,42.0,24.7,49,0,103,1018.88,42.1,24.8,50,0.9,75
2017-01-31 12:27:00,1019.50,42.0,24.7,49,0,103,1018.88,42.1,24.8,50,0.9,75
2017-01-31 12:32:00,1019.60,42.0,24.7,49,0,103,1018.88,42.1,24.8,50,0.9,75
2017-01-31 12:37:00,1019.60,41.0,23.8,49,0,0,1018.88,42.1,24.8,50,0.9,81
2017-01-31 12:42:00,1019.60,41.0,24.3,50,0,103,1017.84,42.1,24.8,50,0.9,75
2017-01-31 12:47:00,1019.60,41.0,24.3,50,1,98,1017.82,42.1,24.8,50,0.9,75
2017-01-31 12:52:00,1019.60,41.0,24.3,50,2,98,1020.34,41.5,25.1,51,1.3,26
2017-01-31 12:57:00,1019.60,41.0,24.3,50,1,98,1020.06,41.5,25.1,51,1.3,26
2017-01-31 13:02:00,1019.60,41.0,24.7,52,0,98,1020.37,41.5,25.1,51,1.3,26
2017-01-31 13:07:00,1019.70,41.0,25.2,53,0,0,1020.37,41.5,25.1,51,1.3,32
2017-01-31 13:12:00,1019.80,40.0,24.3,53,0,0,1020.41,41.5,25.1,51,1.3,32
2017-01-31 13:17:00,1019.70,40.0,24.7,53,0,0,1020.41,41.5,25.1,51,1.3,32
2017-01-31 13:22:00,1019.80,40.0,25.1,54,0,0,1020.41,41.5,25.1,51,1.3,32
2017-01-31 13:27:00,1019.80,40.0,25.1,54,0,0,1020.41,41.5,25.1,51,1.3,32
2017-01-31 13:32:00,1019.80,40.0,25.1,54,0,0,1020.41,41.5,25.1,51,1.3,32
2017-01-31 13:37:00,1019.90,40.0,25.1,54,0,0,1019.38,41.5,25.1,51,1.3,32
2017-01-31 13:47:00,1019.90,40.0,24.3,53,0,0,1018.34,41.5,25.1,51,1.3,32
2017-01-31 13:52:00,1020.10,40.0,24.7,53,0,0,1020.84,41.1,24.9,52,1.1,37
2017-01-31 13:57:00,1020.10,40.0,23.8,51,0,0,1020.52,41.1,24.9,52,1.1,37
2017-01-31 14:02:00,1020.10,40.0,23.8,51,0,99,1020.79,41.1,24.9,52,1.1,31
2017-01-31 14:07:00,1020.10,41.0,24.3,50,1,100,1020.74,41.1,24.9,52,1.1,31
2017-01-31 14:12:00,1020.10,41.0,23.8,49,1,100,1020.74,41.1,24.9,52,1.1,31
2017-01-31 14:17:00,1020.10,41.0,23.8,49,1,100,1021.36,41.1,24.9,52,1.1,31
2017-01-31 14:22:00,1020.10,41.0,23.3,48,0,100,1021.36,41.1,24.9,52,1.1,31
2017-01-31 14:27:00,1020.20,41.0,23.3,48,0,100,1020.63,41.1,24.9,52,1.1,31
2017-01-31 14:32:00,1020.20,41.0,23.8,49,0,100,1020.25,41.1,24.9,52,1.1,31
2017-01-31 14:37:00,1020.20,41.0,23.8,49,0,0,1019.75,41.1,24.9,52,1.1,37
2017-01-31 14:42:00,1020.20,41.0,23.8,49,0,0,1018.80,41.1,24.9,52,1.1,37
2017-01-31 14:47:00,1020.30,41.0,23.8,49,0,0,1018.75,41.1,24.9,52,1.1,37
2017-01-31 14:52:00,1020.50,41.0,23.8,49,0,0,1021.34,42.2,26.0,52,0.8,67
2017-01-31 14:57:00,1020.30,41.0,24.3,50,0,0,1021.34,43.5,26.0,49,0.8,67
2017-01-31 15:02:00,1020.50,42.0,25.7,52,0,0,1021.58,43.4,26.0,49,0.8,67
2017-01-31 15:07:00,1020.50,42.0,26.1,52,0,100,1021.66,43.4,26.0,49,0.8,61
2017-01-31 15:12:00,1020.60,42.0,25.7,52,0,100,1021.16,43.3,26.0,50,0.8,61
2017-01-31 15:17:00,1020.60,42.0,25.7,52,0,100,1021.79,43.3,26.0,50,0.8,61
2017-01-31 15:22:00,1020.70,43.0,25.6,50,0,100,1020.84,43.3,26.0,50,0.8,61
2017-01-31 15:27:00,1020.70,43.0,25.6,50,0,0,1020.91,42.1,26.0,52,0.8,67
2017-01-31 15:32:00,1020.70,44.0,26.1,48,0,100,1020.92,42.1,26.0,52,0.8,61
2017-01-31 15:37:00,1020.60,45.0,26.5,47,0,0,1021.60,42.1,26.0,52,0.8,67
2017-01-31 15:42:00,1020.70,46.0,25.9,44,0,100,1020.44,42.1,26.0,52,0.8,61
2017-01-31 15:47:00,1020.60,47.0,26.2,43,0,100,1018.93,42.1,26.0,52,0.8,61
2017-01-31 15:52:00,1020.70,48.0,26.6,42,0,101,1022.30,51.5,27.0,38,0.9,49
2017-01-31 15:57:00,1020.70,49.0,26.9,42,0,101,1022.30,51.5,27.0,38,0.9,49
2017-01-31 16:02:00,1020.70,49.0,26.3,41,0,100,1022.30,51.5,27.0,38,0.9,49
2017-01-31 16:07:00,1020.70,50.0,27.2,41,0,101,1021.48,51.5,27.0,38,0.9,49
2017-01-31 16:12:00,1020.70,51.0,27.5,40,0,102,1021.53,51.5,27.0,38,0.9,49
2017-01-31 16:17:00,1020.70,52.0,26.5,36,1,111,1021.53,51.5,27.0,38,0.9,49
2017-01-31 16:22:00,1020.70,53.0,27.4,36,1,111,1021.34,51.5,27.0,38,0.9,49
2017-01-31 16:27:00,1020.70,53.0,26.8,35,1,111,1021.34,51.5,27.0,38,0.9,49
2017-01-31 16:32:00,1020.70,54.0,27.0,34,1,111,1022.11,51.5,27.0,38,0.9,49
2017-01-31 16:37:00,1020.80,54.0,27.0,34,0,111,1020.40,51.5,27.0,38,0.9,49
2017-01-31 16:42:00,1020.70,55.0,27.1,33,0,111,1019.56,51.5,27.0,38,0.9,49
2017-01-31 16:47:00,1020.70,56.0,27.3,33,0,111,1019.56,50.0,27.0,40,0.9,49
2017-01-31 16:52:00,1020.70,56.0,26.6,32,1,111,1021.42,59.0,27.1,29,0.6,49
2017-01-31 16:57:00,1020.70,56.0,26.6,32,1,111,1021.90,59.0,27.1,29,0.6,49
2017-01-31 17:02:00,1020.70,57.0,27.4,32,0,111,1022.79,59.0,27.2,29,0.6,49
2017-01-31 17:07:00,1020.70,57.0,26.7,30,0,111,1022.79,59.0,27.2,29,0.6,49
2017-01-31 17:12:00,1020.80,58.0,27.5,30,0,111,1022.33,59.0,27.1,29,0.6,49
2017-01-31 17:17:00,1020.80,58.0,26.8,30,0,111,1021.43,59.0,27.1,29,0.6,49
2017-01-31 17:22:00,1020.80,59.0,27.6,29,1,111,1021.44,59.0,27.1,29,0.6,49
2017-01-31 17:27:00,1020.70,59.0,28.4,30,0,111,1021.43,59.0,27.1,29,0.6,49
2017-01-31 17:32:00,1020.70,60.0,28.5,29,1,111,1021.43,59.0,27.1,29,0.6,49
2017-01-31 17:37:00,1020.70,60.0,28.5,29,0,111,1021.44,57.2,27.1,31,0.6,49
2017-01-31 17:42:00,1020.70,61.0,28.5,29,0,110,1019.02,57.3,27.1,31,0.6,49
2017-01-31 17:47:00,1020.60,61.0,26.8,26,1,110,1019.36,57.3,27.2,31,0.6,49
2017-01-31 17:52:00,1020.60,62.0,27.6,27,1,110,1021.39,63.9,27.2,24,0.8,123
2017-01-31 17:57:00,1020.50,62.0,26.7,26,1,110,1021.36,63.9,27.2,24,0.8,123
2017-01-31 18:02:00,1020.50,62.0,25.8,25,1,111,1021.43,63.9,27.2,24,0.8,123
2017-01-31 18:07:00,1020.50,63.0,25.6,23,0,111,1021.43,63.9,27.2,24,0.8,123
2017-01-31 18:12:00,1020.20,64.0,27.5,25,1,107,1021.04,63.9,27.2,24,0.8,123
2017-01-31 18:17:00,1020.20,64.0,25.5,22,1,105,1021.04,63.9,27.2,24,0.8,123
2017-01-31 18:22:00,1020.10,65.0,25.2,21,1,105,1020.81,63.9,27.2,24,0.8,123
2017-01-31 18:27:00,1020.00,65.0,25.2,21,1,144,1020.36,63.9,27.2,24,0.8,123
2017-01-31 18:32:00,1019.90,66.0,26.1,22,1,143,1020.37,63.9,27.2,24,0.8,123
2017-01-31 18:37:00,1019.80,66.0,24.9,21,1,85,1020.98,63.9,27.2,24,0.8,123
2017-01-31 18:42:00,1019.80,66.0,24.9,21,1,85,1019.45,63.9,27.2,24,0.8,123
2017-01-31 18:47:00,1019.60,67.0,25.8,21,1,85,1019.47,64.1,27.2,24,0.8,123
2017-01-31 18:52:00,1019.60,67.0,25.8,21,1,148,1020.49,67.7,25.6,20,0.6,155
2017-01-31 18:57:00,1019.60,68.0,25.4,19,1,148,1020.49,67.7,25.6,20,0.6,155
2017-01-31 19:02:00,1019.50,68.0,25.4,19,1,150,1019.13,67.7,25.6,20,0.6,155
2017-01-31 19:07:00,1019.40,68.0,25.4,19,1,150,1019.16,67.7,25.6,20,0.6,155
2017-01-31 19:12:00,1019.30,68.0,25.4,19,1,156,1019.16,67.7,25.6,20,0.6,155
2017-01-31 19:17:00,1019.10,69.0,26.3,20,0,161,1019.16,67.7,25.6,20,0.6,155
2017-01-31 19:22:00,1018.90,69.0,26.3,20,0,171,1019.16,67.7,25.6,20,0.6,155
2017-01-31 19:27:00,1018.80,69.0,25.0,19,0,200,1019.67,67.7,25.6,20,0.6,155
2017-01-31 19:32:00,1018.80,70.0,23.2,16,0,161,1019.67,67.7,25.6,20,0.6,155
2017-01-31 19:37:00,1018.70,70.0,23.2,16,0,157,1019.67,67.7,25.6,20,0.6,155
2017-01-31 19:42:00,1018.60,71.0,22.6,15,0,171,1018.28,67.7,25.6,20,0.6,155
2017-01-31 19:47:00,1018.50,71.0,22.6,15,1,172,1018.29,67.7,25.6,20,0.6,155
2017-01-31 19:52:00,1018.40,72.0,23.4,16,1,306,1018.82,71.0,23.7,16,1.4,273
2017-01-31 19:57:00,1018.30,72.0,23.4,16,1,355,1019.25,70.9,23.7,16,1.4,273
2017-01-31 20:02:00,1018.10,72.0,23.4,16,1,17,1018.91,71.0,23.7,16,1.4,273
2017-01-31 20:07:00,1018.10,72.0,21.8,15,2,5,1019.38,71.0,23.7,16,1.4,273
2017-01-31 20:12:00,1018.00,73.0,24.2,16,1,355,1018.99,71.0,23.7,16,1.4,273
2017-01-31 20:17:00,1017.90,73.0,24.2,16,1,9,1018.30,70.9,23.7,16,1.4,273
2017-01-31 20:22:00,1017.80,72.0,23.4,16,2,334,1018.30,70.9,23.7,16,1.4,273
2017-01-31 20:27:00,1017.70,72.0,23.4,16,3,23,1018.30,70.9,23.7,16,1.5,273
2017-01-31 20:32:00,1017.50,72.0,23.4,16,3,249,1018.76,70.9,23.7,16,1.5,273
2017-01-31 20:37:00,1017.50,72.0,23.4,16,3,267,1018.76,70.9,23.7,16,1.5,273
2017-01-31 20:42:00,1017.30,72.0,24.8,16,2,275,1017.36,70.9,23.7,16,1.4,273
2017-01-31 20:47:00,1017.30,72.0,23.4,16,1,296,1017.36,70.9,23.7,16,1.4,273
2017-01-31 20:52:00,1017.20,72.0,23.4,16,2,297,1018.23,72.1,23.9,16,2.5,268
2017-01-31 20:57:00,1017.20,72.0,23.4,16,3,338,1018.18,72.1,23.9,16,2.5,268
2017-01-31 21:02:00,1017.10,72.0,23.4,16,3,327,1017.80,72.1,23.9,16,2.5,268
2017-01-31 21:07:00,1017.00,72.0,23.4,16,3,236,1017.83,72.1,23.9,16,2.5,268
2017-01-31 21:13:00,1017.00,73.0,24.2,16,2,340,1017.83,72.1,23.9,16,2.5,268
2017-01-31 21:18:00,1016.90,73.0,24.2,16,2,305,1017.83,72.1,23.9,16,2.5,268
2017-01-31 21:23:00,1016.80,73.0,24.2,16,3,290,1017.83,72.1,23.9,16,2.5,268
2017-01-31 21:28:00,1016.80,73.0,24.2,16,3,342,1017.83,72.1,23.9,16,2.5,268
2017-01-31 21:33:00,1016.80,73.0,24.2,16,4,340,1017.84,72.1,23.9,16,2.5,268
2017-01-31 21:38:00,1016.70,73.0,24.2,16,4,255,1017.60,72.1,23.9,16,2.5,268
2017-01-31 21:43:00,1016.70,73.0,25.6,16,4,307,1016.10,72.1,23.9,16,2.5,268
2017-01-31 21:48:00,1016.70,73.0,24.2,16,4,339,1016.08,72.1,23.9,16,2.5,268
2017-01-31 21:53:00,1016.60,73.0,25.6,16,4,342,1018.21,72.5,23.5,15,2.1,292
2017-01-31 21:58:00,1016.60,73.0,24.2,16,5,327,1018.21,72.5,23.5,15,2.1,292
2017-01-31 22:03:00,1016.60,73.0,24.2,16,4,322,1018.19,72.5,23.5,15,2.1,292
2017-01-31 22:08:00,1016.60,73.0,24.2,16,4,9,1017.76,72.5,23.5,15,2.1,292
2017-01-31 22:13:00,1016.60,73.0,22.6,14,5,321,1017.34,72.5,23.5,15,2.1,292
2017-01-31 22:18:00,1016.60,73.0,24.2,16,4,9,1018.28,72.5,23.5,15,2.1,292
2017-01-31 22:23:00,1016.60,73.0,22.6,14,4,338,1017.06,72.5,23.5,15,2.1,292
2017-01-31 22:28:00,1016.50,74.0,23.4,15,2,288,1017.06,72.5,23.5,15,2.1,292
2017-01-31 22:33:00,1016.50,74.0,23.4,15,3,330,1017.06,72.5,23.5,15,2.1,292
2017-01-31 22:38:00,1016.40,73.0,22.6,14,4,286,1017.06,72.5,23.5,15,2.1,292
2017-01-31 22:43:00,1016.50,73.0,22.6,14,3,317,1015.61,72.5,23.5,15,2.1,292
2017-01-31 22:48:00,1016.50,73.0,22.6,14,3,331,1015.55,72.5,23.5,15,2.1,292
2017-01-31 22:53:00,1016.60,73.0,22.6,14,4,355,1017.43,72.5,22.9,15,2.2,285
2017-01-31 22:58:00,1016.60,73.0,22.6,14,5,30,1017.72,72.5,22.9,15,2.2,285
2017-01-31 23:03:00,1016.50,72.0,21.8,15,5,328,1017.72,72.5,22.9,15,2.2,285
2017-01-31 23:13:00,1016.50,73.0,22.6,14,5,321,1017.72,72.5,22.9,15,2.2,285
2017-01-31 23:18:00,1016.50,73.0,22.6,14,5,350,1017.71,72.5,22.9,15,2.2,285
2017-01-31 23:23:00,1016.50,72.0,21.8,15,5,338,1017.69,72.5,22.9,15,2.2,285
2017-01-31 23:28:00,1016.40,72.0,21.8,15,5,329,1018.25,72.5,22.9,15,2.2,285
2017-01-31 23:33:00,1016.50,72.0,21.8,15,6,355,1017.69,72.5,22.9,15,2.2,285
2017-01-31 23:38:00,1016.50,72.0,21.8,15,5,339,1017.21,72.5,22.9,15,2.2,285
2017-01-31 23:43:00,1016.60,72.0,21.8,15,5,344,1015.61,72.5,22.9,15,2.2,285
2017-01-31 23:48:00,1016.50,72.0,21.8,15,5,341,1015.78,72.5,22.9,15,2.2,285
2017-01-31 23:58:00,1016.60,71.0,21.0,15,5,333,,,,,,
2017-02-01 00:03:00,1016.60,71.0,21.0,15,4,337,1017.55,70.9,22.3,15,3.6,291
2017-02-01 00:08:00,1016.50,71.0,21.0,15,4,342,1017.60,70.9,22.3,15,3.6,291
2017-02-01 00:13:00,1016.50,71.0,21.0,15,4,347,1017.60,70.9,22.3,15,3.6,291
2017-02-01 00:18:00,1016.60,71.0,22.6,15,3,302,1017.82,70.9,22.3,15,3.6,291
2017-02-01 00:23:00,1016.60,71.0,22.6,15,4,333,1017.48,70.9,22.3,15,3.6,291
2017-02-01 00:28:00,1016.60,71.0,22.6,15,4,322,1017.48,70.9,22.3,15,3.6,291
2017-02-01 00:33:00,1016.60,70.0,21.8,16,3,339,1017.30,70.9,22.3,15,3.6,291
2017-02-01 00:38:00,1016.70,70.0,21.8,16,3,340,1016.86,70.9,22.3,15,3.6,291
2017-02-01 00:43:00,1016.70,69.0,22.4,17,3,326,1015.81,70.9,22.3,15,3.6,291
2017-02-01 00:48:00,1016.70,69.0,22.4,17,2,319,1015.83,70.9,22.3,15,3.6,291
2017-02-01 00:53:00,1016.70,69.0,23.7,17,2,321,1018.03,67.2,23.0,18,1.2,303
2017-02-01 00:58:00,1016.70,68.0,22.9,18,2,325,1018.53,67.2,23.0,18,1.2,303
2017-02-01 01:03:00,1016.80,67.0,22.1,17,1,325,1018.60,67.2,23.0,18,1.2,303
